ID,Word-1,Word-2,Relation,POS,sim_avg,rel_avg,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
991,insho,bayon,syn,NOUN,8.00,7.55,9,9,7,9,8,8,8,8,6,8,8,6,9,8,8,9,9,6,6,7,8,7
992,sarhad,chegara,syn,NOUN,6.82,8.09,6,7,6,6,8,7,7,7,7,8,6,8,9,7,9,10,7,8,9,8,8,6
993,qismat,taqdir,syn,NOUN,9.00,9.27,9,10,9,9,9,10,8,9,9,9,8,10,10,8,10,10,10,8,10,9,8,9
994,qidirish,izlash,syn,VERB,8.82,9.27,9,9,9,9,7,9,9,10,9,9,8,10,10,9,9,8,9,10,10,9,10,8
995,ishbilarmonlik,tadbirkorlik,syn,NOUN,8.00,8.82,7,8,8,9,9,7,8,9,8,6,9,9,9,8,9,10,8,9,10,9,7,9
996,bo'linish,birlashish,ant,VERB,1.09,8.18,0,2,1,2,1,2,2,0,0,1,1,7,9,10,8,10,10,9,6,6,8,7
997,mardlik,jasorat,syn,NOUN,8.36,9.09,8,8,9,8,10,10,9,10,6,8,6,9,10,9,9,9,10,10,10,7,9,8
998,muovin,o'rinbosar,syn,NOUN,8.18,8.27,9,8,8,7,8,9,7,8,8,9,9,6,9,6,8,9,9,9,9,8,9,9
999,yaylov,dala,syn,NOUN,7.55,7.55,8,10,6,6,7,8,8,7,9,8,6,7,6,7,6,8,9,8,10,6,10,6
1000,javohir,olmos,syn,NOUN,8.09,8.18,9,9,7,8,9,8,7,7,9,9,7,9,9,9,9,10,9,6,9,6,8,6
1001,o'rtoqlik,do'stlik,syn,NOUN,7.73,8.82,9,7,7,8,9,9,7,8,7,8,6,10,8,7,9,9,9,9,10,8,9,9
1002,jamol,chiroy,syn,NOUN,6.82,8.55,8,6,6,9,9,6,5,7,6,6,7,10,8,8,9,9,9,8,9,8,8,8
1003,urf,odat,syn,NOUN,8.18,8.82,7,9,9,10,6,8,7,10,9,7,8,7,9,10,10,9,8,8,10,9,9,8
1004,zovur,ariq,syn,NOUN,8.27,7.91,8,9,8,9,9,7,8,8,8,8,9,9,9,9,8,7,7,9,7,6,8,8
1005,tutmoq,ushlamoq,syn,VERB,7.55,7.73,6,9,8,7,7,9,7,10,6,8,6,8,9,7,8,8,9,7,7,7,7,8
1006,tortishuv,bahs,syn,NOUN,7.91,8.18,10,7,8,7,9,8,7,6,10,9,6,6,9,8,9,9,9,8,8,7,9,8
1007,talaffuz,gapirish,syn,VERB,7.55,7.18,10,6,8,6,6,8,8,9,6,8,8,6,9,7,7,7,8,7,6,7,6,9
1008,oshno,o'rtoq,syn,NOUN,7.55,8.18,8,7,6,6,8,10,8,6,8,8,8,9,8,7,8,9,10,6,7,9,8,9
1009,sirtqi,tashqi,syn,NOUN,7.64,8.00,8,10,7,8,8,7,8,9,7,6,6,9,10,8,8,9,8,9,7,6,8,6
1010,birdamlik,jipslik,syn,NOUN,7.73,8.64,6,9,8,7,8,10,8,6,6,9,8,9,9,8,9,8,10,9,7,9,8,9
1011,tafovut,farq,syn,NOUN,7.82,8.82,8,9,8,8,7,9,7,9,7,6,8,9,9,9,9,8,10,9,9,8,8,9
1012,ijozat,ruxsat,syn,NOUN,8.09,8.91,9,6,9,7,8,9,9,6,9,8,9,9,9,10,7,9,9,10,8,9,8,10
1013,rafiqa,xotin,syn,NOUN,9.00,9.55,10,10,9,10,7,9,9,10,8,8,9,10,10,10,10,9,9,10,10,9,8,10
1014,saxro,cho'l,syn,NOUN,8.64,9.09,9,9,9,9,8,8,10,9,7,8,9,9,9,10,10,8,9,8,10,10,8,9
1015,hibs,qamoq,syn,NOUN,8.09,8.82,8,10,8,9,6,9,9,7,7,8,8,9,10,9,9,8,9,9,9,8,8,9
1016,loqaydlik,beparvolik,syn,NOUN,8.27,9.09,9,7,8,9,7,8,8,10,9,8,8,10,8,9,10,8,9,9,10,9,8,10
1017,ulamo,olim,syn,NOUN,7.27,8.55,8,8,8,8,7,8,6,7,6,8,6,9,9,7,10,9,9,8,9,8,8,8
1018,muallima,o'qituvchi,syn,NOUN,7.82,9.18,8,10,9,7,7,6,10,9,7,6,7,10,10,10,8,9,10,9,10,8,8,9
1019,suverenitet,mustaqillik,syn,NOUN,7.91,8.27,9,9,8,7,6,9,10,6,7,8,8,10,9,8,8,8,9,6,8,9,8,8
1020,sayyod,ovchi,syn,NOUN,8.73,9.09,9,10,7,9,8,9,9,9,9,9,8,9,10,9,10,8,9,7,10,10,9,9
1021,bosmaxona,noshirlik,syn,NOUN,8.27,8.36,9,8,9,9,8,8,8,8,8,8,8,9,9,7,10,10,8,9,6,8,6,10
1022,kenja,kichik,syn,NOUN,7.18,7.09,6,8,7,7,8,7,6,6,9,8,7,6,6,7,6,8,6,7,9,8,7,8
1023,qavm,qabila,syn,NOUN,8.09,8.91,9,7,9,8,10,8,7,7,8,8,8,9,9,9,8,10,9,9,10,9,7,9
1024,imlo,yozuv,syn,NOUN,6.73,8.73,7,6,7,6,6,7,6,9,6,8,6,8,8,10,9,9,7,10,10,7,10,8
1025,adad,miqdor,syn,NOUN,7.27,8.45,8,8,6,8,8,6,8,6,8,6,8,9,8,7,8,8,8,10,9,9,8,9
1026,silsila,avlod,syn,NOUN,7.00,8.00,6,6,8,8,6,7,6,7,6,9,8,8,8,9,9,8,8,8,6,10,6,8
1027,talant,iste'dod,syn,NOUN,8.73,9.64,8,10,8,8,9,8,9,9,9,9,9,10,10,9,10,10,8,10,10,10,10,9
1028,yog'du,yorug'lik,syn,NOUN,7.27,7.82,7,6,8,7,7,8,7,6,9,8,7,8,8,9,7,8,9,8,7,6,8,8
1029,zoologiya,xayvonot,syn,NOUN,7.91,9.18,6,8,8,9,9,8,10,6,8,7,8,9,9,10,9,10,9,10,9,9,8,9
1030,bashariyat,insoniyat,syn,NOUN,8.55,9.55,7,9,9,8,10,9,9,9,9,7,8,9,10,10,9,10,9,10,9,9,11,9
1031,sukut,jimlik,syn,NOUN,8.00,8.18,7,8,8,9,8,8,6,8,9,8,9,9,8,8,9,9,8,8,10,7,6,8
1032,ko'makchi,yordamchi,syn,NOUN,8.73,9.18,9,9,9,9,9,8,9,9,9,8,8,10,10,8,9,10,8,10,10,9,8,9
1033,kunchiqar,shafaq,syn,NOUN,8.27,6.82,9,7,8,7,9,8,9,10,8,6,10,6,8,7,6,6,8,7,6,6,8,7
1034,taskin,tasalli,syn,NOUN,8.00,9.45,8,9,8,9,8,9,7,7,8,9,6,10,10,9,10,9,10,9,9,9,10,9
1035,zulmat,qorung'ulik,syn,NOUN,8.73,8.64,10,9,9,9,8,9,8,9,8,8,9,10,9,7,8,8,10,9,7,9,9,9
1036,parvardigor,alloh,syn,NOUN,9.36,9.82,9,8,9,10,9,10,10,10,10,8,10,10,9,9,10,10,10,10,10,10,10,10
1037,dastxat,imzo,syn,NOUN,8.36,9.09,9,8,9,9,7,9,6,10,8,9,8,9,9,9,10,9,10,9,10,10,8,7
1038,moziy,tarix,syn,NOUN,7.82,9.09,8,6,9,8,9,7,9,7,6,9,8,10,9,10,8,10,8,9,10,10,8,8
1039,sovutgich,muzlatgich,syn,NOUN,7.82,9.09,8,8,8,7,7,8,9,7,6,9,9,9,10,9,7,10,9,10,8,11,8,9
1040,radiatsiya,nurlanish,syn,VERB,7.18,8.82,8,6,6,9,8,8,6,6,8,8,6,8,10,8,10,10,10,9,10,7,8,7
1041,vorislik,merosxo'rlik,syn,NOUN,9.09,9.45,10,8,9,10,10,7,9,10,10,8,9,10,9,10,10,10,9,9,10,10,8,9
1042,ekinzor,dala,syn,NOUN,6.91,8.64,8,8,7,7,7,7,6,7,7,6,6,8,10,8,9,8,10,8,9,10,7,8
1043,nabotot,botanika,syn,NOUN,7.09,8.36,7,7,7,8,6,7,7,7,7,7,8,10,8,8,8,8,7,9,9,9,7,9
1044,tashnalik,suvsirash,syn,VERB,8.45,9.00,9,10,8,10,8,6,9,9,10,8,6,10,10,9,10,9,7,10,9,10,7,8
1045,ulug'vorlik,buyuklik,syn,NOUN,8.73,9.18,8,8,8,9,8,8,9,9,10,10,9,10,9,9,9,8,9,10,10,10,8,9
1046,tirishqoqlik,xarakatchanlik,syn,NOUN,8.27,9.00,8,8,7,9,9,9,9,8,8,8,8,9,8,9,9,10,9,10,9,9,8,9
1047,kiyik,oxu,syn,NOUN,9.00,8.91,9,9,9,9,8,10,9,11,9,8,8,9,10,9,9,8,10,9,7,10,8,9
1048,bo'sag'a,ostona,syn,NOUN,8.73,9.45,10,9,7,10,8,8,9,9,9,9,8,10,10,9,10,8,9,10,10,10,10,8
1049,iltijo,o'tinch,syn,NOUN,7.45,8.64,9,8,6,8,7,7,6,9,8,8,6,10,9,7,10,9,10,8,7,9,8,8
1050,yegulik,ozuqa,syn,NOUN,7.45,8.18,6,9,7,9,6,9,8,7,6,6,9,8,9,8,8,9,9,8,6,8,8,9
1051,jumboq,topishmoq,syn,NOUN,7.45,8.64,6,7,7,7,8,9,9,8,7,8,6,9,8,9,8,9,9,10,7,8,10,8
1052,mangulik,abadiylik,syn,NOUN,8.73,9.00,10,10,8,8,8,9,9,7,7,10,10,10,10,8,9,9,9,9,9,9,9,8
1053,sirdosh,maslakdosh,syn,NOUN,7.64,8.36,9,8,7,8,9,8,8,6,7,6,8,9,8,8,9,8,9,10,9,6,8,8
1054,o'tov,chodir,syn,NOUN,8.09,8.82,10,9,6,9,8,9,9,6,7,9,7,10,9,7,10,8,10,10,9,8,9,7
1055,sulh,kelishuv,syn,NOUN,7.82,8.64,8,8,6,7,9,7,8,8,9,9,7,9,10,7,9,9,8,9,9,9,7,9
1056,epchillik,chaqqonlik,syn,NOUN,8.64,9.36,9,10,7,9,8,8,9,9,9,8,9,9,10,9,10,9,9,10,10,10,8,9
1057,marvarid,olmos,syn,NOUN,7.55,8.91,6,9,8,8,6,8,9,7,8,7,7,9,9,9,9,8,10,10,9,9,8,8
1058,sukunat,jimlik,syn,NOUN,8.00,8.82,8,9,7,9,7,8,8,9,9,8,6,9,9,9,9,8,10,9,10,8,8,8
1059,suvsizlik,qurg'oqchilik,syn,NOUN,8.27,8.55,8,8,9,9,8,9,6,8,8,9,9,7,10,10,10,9,10,7,7,7,8,9
1060,tarqoq,siyrak,syn,NOUN,7.91,9.09,7,9,8,9,9,9,8,8,7,7,6,8,9,9,9,10,10,9,10,8,10,8
1061,chiqit,ahlat,syn,NOUN,7.55,8.36,8,7,6,9,8,8,10,7,7,6,7,10,9,8,9,8,8,10,9,7,8,6
1062,faryod,nola,syn,NOUN,7.82,8.55,9,7,6,7,9,9,7,9,8,8,7,10,9,7,9,9,9,8,10,8,7,8
1063,hijron,ayriliq,syn,NOUN,8.73,9.27,9,8,9,9,9,10,8,8,9,8,9,10,9,9,9,10,10,9,10,9,8,9
1064,xaloskor,qutqaruvchi,syn,NOUN,8.00,8.82,9,8,7,9,9,6,9,7,7,8,9,9,8,8,9,8,10,10,9,9,7,10
1065,zukkolik,donolik,syn,NOUN,7.82,8.73,7,8,7,8,9,8,10,6,6,9,8,8,9,8,10,9,9,10,8,8,8,9
1066,daraxtzor,o'rmon,syn,NOUN,8.45,8.91,9,10,8,8,9,8,6,10,8,9,8,10,8,9,9,9,9,8,10,9,8,9
1067,qahraton,sovuq,syn,NOUN,7.91,8.55,9,8,7,10,7,8,8,6,9,9,6,7,9,8,8,8,9,10,9,10,8,8
1068,volida,ona,syn,NOUN,9.18,9.64,10,10,7,9,10,9,8,10,10,9,9,10,10,9,10,10,9,10,10,10,9,9
1069,inoqlik,totuvlik,syn,NOUN,8.73,9.27,9,9,8,9,9,8,9,9,9,9,8,10,10,8,9,9,8,10,9,9,10,10
1070,luqma,ozuqa,syn,NOUN,7.55,7.64,9,7,7,6,9,7,9,9,6,8,6,6,9,9,6,8,9,10,8,7,6,6
1071,judolik,ayriliq,syn,NOUN,8.73,8.91,9,10,7,8,9,8,10,8,10,8,9,9,10,8,9,9,8,7,9,10,10,9
1072,kirdikor,ayb,syn,NOUN,8.09,8.55,8,9,8,8,7,8,10,9,8,8,6,9,9,7,9,8,9,10,10,9,7,7
1073,yumshatish,bo'shatish,syn,VERB,7.82,7.82,7,8,9,8,9,8,7,8,8,8,6,6,9,9,9,10,9,6,7,7,7,7
1074,jahannam,do'zax,syn,NOUN,8.91,9.27,10,9,9,8,9,9,9,10,9,8,8,10,10,9,10,9,9,8,10,10,8,9
1075,zabon,til,syn,NOUN,8.45,8.82,9,9,8,9,8,8,6,10,9,10,7,10,9,8,10,9,8,8,10,10,7,8
1076,ajoyibot,g'aroyibot,syn,NOUN,8.18,8.82,9,6,7,8,9,8,9,8,9,8,9,10,7,8,9,10,9,9,9,9,8,9
1077,muomila,so'zlashuv,syn,NOUN,7.45,8.91,6,8,6,6,9,8,8,7,9,8,7,8,8,8,8,10,9,10,9,10,10,8
1078,arizachi,da'vogar,syn,NOUN,8.09,8.91,8,7,9,8,9,8,9,9,7,8,7,9,8,9,10,10,7,10,10,9,7,9
1079,tintuv,tekshiruv,syn,NOUN,7.64,7.82,8,9,9,10,8,8,6,6,6,8,6,9,8,6,7,8,9,7,7,8,9,8
1080,nochorlik,ilojsizlik,syn,NOUN,8.27,8.91,9,10,8,9,7,8,8,8,10,6,8,10,10,9,9,8,9,9,8,10,7,9
1081,kulba,chayla,syn,NOUN,7.00,9.00,9,9,8,6,6,7,6,6,6,6,8,10,9,9,7,9,8,10,9,10,8,10
1082,hotima,yakun,syn,NOUN,8.18,8.91,7,10,8,9,8,8,7,8,8,9,8,8,10,9,8,10,10,8,9,9,9,8
1083,muloyimlik,xushmuomala,syn,NOUN,8.36,8.91,8,9,8,9,9,7,7,9,9,8,9,9,10,7,10,10,8,8,10,10,8,8
1084,bedorlik,uyqusizlik,syn,NOUN,8.27,9.00,8,10,7,9,8,8,7,10,8,7,9,9,10,8,9,9,9,8,10,9,9,9
1085,qalloblik,tovlamachilik,syn,NOUN,7.91,9.09,9,8,7,8,9,7,9,9,9,6,6,10,10,8,10,10,8,10,9,9,8,8
1086,sergaklik,xushyorlik,syn,NOUN,9.00,9.45,9,9,8,9,9,10,9,9,9,10,8,9,9,9,10,10,10,10,9,10,9,9
1087,zavja,xotin,syn,NOUN,8.18,9.09,8,10,9,8,9,8,9,9,6,8,6,9,10,10,8,10,9,10,10,7,8,9
1088,an'ana,urf,syn,NOUN,7.91,8.45,6,8,8,9,9,8,8,9,6,8,8,8,9,8,10,8,9,10,7,7,8,9
1089,afsungar,jodugar,syn,NOUN,8.36,9.18,8,10,7,8,9,9,8,8,9,8,8,10,10,8,9,9,10,10,9,9,8,9
1090,irqchilik,millatchilik,syn,NOUN,7.82,8.82,8,7,8,8,8,8,10,7,7,8,7,9,8,8,10,8,8,10,9,9,10,8
1091,jilmayish,kulish,syn,NOUN,7.18,8.64,6,6,9,7,7,9,9,6,8,6,6,10,8,8,9,8,9,10,9,8,8,8
1092,zurriyot,nasl,syn,NOUN,8.91,9.55,9,8,9,10,9,9,10,9,9,8,8,10,10,9,10,9,10,10,8,10,10,9
1093,g'urbat,azob,syn,NOUN,7.82,8.00,9,7,6,7,9,8,9,7,6,8,10,7,8,8,8,6,10,8,10,7,8,8
1094,so'qir,ko'ziojiz,syn,NOUN,8.91,9.64,9,10,10,8,8,9,9,9,9,9,8,10,10,9,9,10,9,10,10,10,10,9
1095,gumashta,xamtovoq,syn,NOUN,6.91,6.91,7,7,6,6,7,7,6,8,6,8,8,6,8,7,7,8,7,8,6,6,7,6
1096,garmdori,qalampir,syn,NOUN,7.36,8.45,7,6,6,8,9,7,9,7,6,8,8,9,9,8,9,9,8,10,9,7,8,7
1097,o'jarlik,qaysarlik,syn,NOUN,8.82,9.18,9,8,8,10,10,7,10,10,9,8,8,9,8,9,10,9,8,10,10,9,10,9
1098,qopcha,xaltacha,syn,NOUN,7.73,7.55,9,6,6,10,9,9,9,6,7,6,8,9,7,7,6,9,9,6,8,6,7,9
1099,mushk,atir,syn,NOUN,7.64,8.27,8,8,7,8,10,7,8,6,7,8,7,9,8,7,8,10,8,10,8,8,7,8
1100,nashriyot,bosmaxona,syn,NOUN,7.82,8.91,9,6,8,7,9,9,9,7,6,8,8,10,8,9,9,10,10,7,10,8,8,9
1101,mizoj,xaridor,syn,NOUN,9.64,9.36,10,10,9,10,10,8,10,10,9,11,9,10,10,9,10,9,8,10,10,10,7,10
1102,muttahamlik,ayyorlik,syn,NOUN,7.73,8.82,7,7,9,7,10,6,7,8,9,7,8,9,8,9,9,10,7,8,10,10,8,9
1103,sharmsizlik,behayolik,syn,NOUN,8.27,9.18,7,8,8,8,10,9,9,9,7,7,9,9,9,9,9,10,9,10,10,8,9,9
1104,yuzsizlik,bezbetlik,syn,NOUN,8.45,8.36,9,8,7,8,7,8,9,10,9,8,10,9,9,8,9,8,8,9,10,10,6,6
1105,chaqimchilik,sotqinlik,syn,NOUN,7.64,7.55,6,8,8,8,6,7,7,10,9,8,7,6,6,6,10,9,6,10,6,8,8,8
1106,fosiqlik,qabihlik,syn,NOUN,7.45,8.09,6,8,7,6,9,6,8,6,9,8,9,9,8,8,7,8,6,10,9,9,6,9
1107,safardosh,xamroh,syn,NOUN,7.73,8.27,10,8,8,6,8,8,6,10,6,8,7,8,10,8,8,8,9,8,10,7,7,8
1108,tashviqot,targ'ibot,syn,NOUN,8.27,9.45,9,8,8,7,9,7,9,9,9,8,8,10,8,10,9,10,8,10,10,10,10,9
1109,toqatsizlik,besabrlik,syn,NOUN,7.55,8.36,7,9,8,7,8,8,6,8,8,8,6,9,10,8,9,9,9,7,8,7,9,7
1110,bezbetlik,yuzsizlik,syn,NOUN,8.00,8.82,10,6,7,8,6,8,9,9,9,10,6,10,7,8,9,8,9,10,10,9,9,8
1111,ilmparvar,olim,syn,NOUN,6.91,7.73,6,6,6,8,7,8,6,8,7,8,6,7,8,6,9,8,8,10,7,9,7,6
1112,latifago'y,qiziqchi,syn,NOUN,7.82,8.36,9,6,7,8,8,10,9,7,7,8,7,10,9,8,8,8,10,9,7,9,6,8
1113,sarhad,chegara,syn,NOUN,7.91,8.73,7,8,7,6,9,9,8,8,9,10,6,9,10,8,8,8,9,9,9,9,9,8
1114,valiaxt,shaxzoda,syn,NOUN,8.09,8.91,9,8,9,10,6,8,8,7,8,8,8,9,9,10,10,8,9,9,9,9,8,8
1115,zakot,ehson,syn,NOUN,7.00,8.45,6,8,8,6,9,7,6,6,6,7,8,8,9,8,7,9,8,9,9,8,9,9
1116,afsunkor,sehrgar,syn,NOUN,8.55,9.36,8,8,8,9,9,9,9,9,8,8,9,10,8,8,10,9,9,10,10,9,10,10
1117,betamizlik,ablahlik,syn,NOUN,7.36,8.27,8,7,7,6,8,9,9,6,6,7,8,6,9,7,8,9,9,10,7,8,9,9
1118,betayinlik,tutruqsizlik,syn,NOUN,8.27,9.36,9,8,7,9,9,9,9,6,10,7,8,10,9,8,10,10,10,10,8,10,10,8
1119,ehson,xayriya,syn,NOUN,7.73,9.09,9,8,7,8,8,7,9,7,6,8,8,9,10,9,10,9,10,10,9,7,9,8
1120,gazanda,ablah,syn,NOUN,7.27,7.55,7,9,8,8,7,7,7,6,6,9,6,9,6,9,8,8,9,6,9,7,6,6
1121,ginachi,arazchi,syn,NOUN,8.36,8.91,8,8,6,9,9,9,9,9,8,9,8,9,8,8,9,9,10,10,10,9,8,8
1122,hayolchanlik,xayolparastlik,syn,NOUN,7.82,8.45,9,8,8,9,8,7,8,6,9,8,6,9,8,9,9,9,7,9,7,10,8,8
1123,kamquvvatlik,bemajol,syn,NOUN,8.00,7.73,9,8,9,8,6,9,7,8,9,9,6,9,8,6,8,7,9,8,9,6,8,7
1124,mojarochi,janjalkash,syn,NOUN,7.09,8.45,8,9,8,7,7,6,6,6,6,6,9,10,10,8,8,8,9,8,8,7,8,9
1125,naxor,tong,syn,NOUN,7.82,8.64,6,9,7,8,9,7,8,6,8,10,8,7,9,9,9,8,8,10,9,10,7,9
1126,noasl,soxta,syn,NOUN,7.55,8.36,9,9,8,8,6,9,7,6,7,6,8,9,9,9,8,7,9,8,9,9,6,9
1127,qadah,piyola,syn,NOUN,7.91,8.64,9,9,8,8,8,7,8,9,7,8,6,9,10,7,8,9,8,9,10,8,9,8
1128,saffoflik,ochiqlik,syn,NOUN,7.27,8.45,8,8,8,8,8,7,7,6,7,7,6,9,10,9,9,9,8,10,8,8,7,6
1129,serxarxasha,injiq,syn,NOUN,7.18,8.00,6,8,6,7,6,8,9,6,6,8,9,8,9,7,8,8,9,6,7,8,9,9
1130,sharob,may,syn,NOUN,8.55,9.09,7,9,7,9,9,8,10,9,7,9,10,10,10,8,10,10,9,10,9,8,8,8
1131,sitam,jabr,syn,NOUN,7.27,8.09,8,9,7,8,8,8,7,6,6,7,6,9,9,9,8,8,8,6,9,7,8,8
1132,so'qqaboshlik,yolg'izlik,syn,NOUN,7.27,7.73,6,7,6,7,8,8,7,7,8,8,8,8,7,8,8,7,10,8,7,6,8,8
1133,subutsizlik,lafzsizlik,syn,NOUN,8.64,9.45,9,8,9,9,9,9,9,9,9,8,7,10,9,10,10,9,9,10,10,10,8,9
1134,tanbex,dakki,syn,NOUN,8.00,8.18,9,10,7,7,8,8,8,8,9,8,6,10,10,8,8,7,8,9,9,6,9,6
1135,tegajog'lik,shilqimlik,syn,NOUN,8.73,9.45,7,9,9,9,8,8,7,10,10,10,9,9,10,10,10,9,9,8,10,10,9,10
1136,tilmochlik,tarjimonlik,syn,NOUN,8.18,9.00,9,7,8,9,8,8,9,10,6,8,8,10,9,10,10,8,9,10,10,7,7,9
1137,xaloyiq,xalq,syn,NOUN,7.82,8.73,7,9,7,6,8,8,9,8,10,8,6,8,10,8,8,9,10,8,9,10,7,9
1138,shakllantir,tuzmoq,syn,VERB,6.82,7.27,8,6,6,8,7,6,8,6,6,8,6,6,7,7,8,7,7,9,7,6,8,8
1139,bag'ishlan,atalgan,syn,VERB,7.18,7.73,7,9,6,9,6,8,7,7,6,7,7,9,10,7,6,6,8,8,8,8,7,8
1140,qoldir,kechiktir,syn,VERB,7.91,8.00,7,9,10,7,6,8,10,6,9,8,7,8,6,7,9,9,9,9,7,6,8,10
1141,yuksaltir,rivojlantir,syn,VERB,8.27,8.55,9,7,9,8,7,9,9,10,8,9,6,9,8,8,7,9,10,10,8,9,8,8
1142,joylashtir,o'rnatilgan,syn,VERB,7.45,7.82,9,7,6,8,7,8,7,8,6,8,8,8,8,8,10,8,7,8,7,7,8,7
1143,ko'maklash,yordamlash,syn,VERB,8.73,9.36,9,9,8,8,9,9,9,8,10,8,9,10,10,8,9,9,10,10,9,10,9,9
1144,rag'batlantir,ruhlantir,syn,VERB,7.64,8.82,6,7,7,9,9,7,7,8,8,8,8,8,9,8,10,10,8,9,10,9,7,9
1145,taqdirlan,mukofotlangan,syn,VERB,7.18,8.64,6,6,7,8,7,8,7,6,8,8,8,8,9,7,10,8,9,9,9,9,8,9
1146,birlashtir,jipslashtir,syn,VERB,7.27,8.55,6,8,8,6,7,8,6,9,6,8,8,8,9,9,7,9,9,7,10,9,8,9
1147,obodonlashtir,tozalash,syn,VERB,7.64,8.82,8,9,7,8,9,7,6,9,8,6,7,10,10,10,8,9,9,8,9,9,8,7
1148,muvofiqlashtir,ixtisoslashtir,syn,VERB,8.00,8.36,10,7,7,8,8,6,8,9,8,8,9,7,9,8,8,8,8,10,9,9,6,10
1149,jo'nat,yubor,syn,VERB,8.18,8.27,9,9,7,7,8,9,7,8,9,8,9,10,9,8,8,9,10,7,6,8,8,8
1150,bitir,tugat,syn,VERB,7.82,8.27,9,7,7,9,8,7,8,8,7,8,8,9,8,7,9,7,7,10,9,8,8,9
1151,rasmiylashtir,qonuniylashtir,syn,VERB,7.64,7.64,8,7,7,10,7,7,8,6,9,8,7,7,8,8,6,9,7,7,9,6,9,8
1152,suxbatlash,so'zlash,syn,VERB,7.36,8.45,9,9,8,6,6,7,8,6,6,8,8,10,9,9,8,8,8,9,8,8,8,8
1153,qayg'ur,o'yla,syn,VERB,7.18,7.64,6,6,9,6,8,8,7,7,9,7,6,6,7,9,10,6,9,9,6,9,6,7
1154,qo'zg'at,tebrat,syn,VERB,7.09,7.18,6,6,7,6,7,8,6,6,9,9,8,8,6,8,6,8,9,8,6,8,6,6
1155,mukofotlan,taqdirlan,syn,VERB,7.82,7.55,10,6,8,8,6,8,6,7,10,8,9,6,8,7,9,8,9,7,9,7,6,7
1156,yiqil,qula,syn,VERB,7.91,7.18,9,9,6,9,8,8,6,8,8,8,8,6,6,7,6,8,9,8,6,8,7,8
1157,qildir,bajartir,syn,VERB,7.64,8.45,9,8,8,6,7,8,7,7,7,9,8,10,9,8,7,9,9,8,9,8,7,9
1158,ardoqla,e'zozla,syn,VERB,8.18,8.82,8,9,8,8,8,10,10,6,7,8,8,9,9,9,8,9,10,10,8,7,9,9
1159,ruhlantir,g'ayratlantir,syn,VERB,8.27,9.09,9,8,9,9,10,7,8,7,9,8,7,10,10,9,9,9,8,9,9,9,9,9
1160,jaroxatlan,yaralan,syn,VERB,7.09,8.00,6,9,7,6,6,8,6,6,8,8,8,7,10,7,8,8,8,8,9,9,6,8
1161,uloqtir,otish,syn,VERB,7.18,7.82,6,9,6,7,6,8,7,6,9,8,7,8,7,7,9,8,9,9,8,6,7,8
1162,muhrla,tamg'ala,syn,VERB,7.91,8.09,7,9,7,8,6,8,10,8,9,8,7,8,10,7,9,7,8,6,9,9,8,8
1163,tasnifla,toifala,syn,VERB,6.91,7.82,7,7,6,6,6,8,9,7,6,7,7,9,9,8,8,6,9,6,9,6,8,8
1164,yordamlash,ko'maklash,syn,VERB,8.73,9.45,9,9,9,9,9,8,8,9,9,8,9,10,10,8,9,9,10,9,10,10,10,9
1165,ilhomlantir,ruhlantir,syn,VERB,8.09,8.91,8,9,8,9,9,8,9,6,8,7,8,9,10,9,10,10,8,10,10,7,7,8
1166,mujassamlash,birlashtirish,syn,VERB,6.82,7.55,9,7,6,7,6,7,6,6,6,8,7,10,7,8,7,7,6,7,8,6,9,8
1167,xavotirlan,qayg'ur,syn,VERB,7.64,7.82,9,6,6,8,9,9,6,7,6,8,10,8,8,8,8,10,9,8,8,6,7,6
1168,tinchlantir,yupantir,syn,VERB,7.45,8.36,7,6,6,9,7,8,7,9,7,8,8,9,7,8,9,8,8,9,7,8,10,9
1169,yaralan,jarahotlan,syn,VERB,7.55,7.91,7,8,9,6,6,8,7,8,8,9,7,9,9,6,8,8,8,8,9,6,8,8
1170,toliqtir,charchat,syn,VERB,8.45,9.18,9,8,7,8,10,9,10,9,9,8,6,9,9,8,8,10,10,10,10,9,9,9
1171,turkumla,tasnifla,syn,VERB,6.73,7.18,6,6,6,6,6,7,7,6,9,9,6,8,8,7,7,6,7,8,7,6,6,9
1172,tekislan,rostlan,syn,VERB,6.91,8.18,7,8,7,8,6,6,7,7,6,6,8,6,8,8,8,8,10,8,8,8,10,8
1173,sepish,yoyish,syn,VERB,7.73,7.18,9,8,7,6,9,8,7,8,8,7,8,6,6,8,6,6,9,7,7,8,7,9
1174,zaiflashtir,kuchsizlantir,syn,VERB,8.00,8.64,6,8,8,6,10,8,7,9,9,8,9,8,9,8,8,9,9,8,10,9,8,9
1175,qimirlat,tebrat,syn,VERB,7.09,7.91,7,9,6,6,8,7,6,6,6,8,9,7,10,7,8,8,8,7,7,7,10,8
1176,yolvor,yalin,syn,VERB,7.91,8.55,10,9,7,8,7,9,6,9,6,8,8,10,9,9,8,9,9,7,9,7,8,9
1177,yoshartir,kelishtirish,irr,VERB,1.82,3.36,4,1,2,3,3,0,1,1,0,1,4,5,3,5,4,4,2,2,2,2,2,6
